file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
dna.001.1|3|838861852|6291456|10,8496|302230923|6291456|0,9490|22609563|104857600
dna.001.1|4|734004236|6291456|12,7099|213372600|6291456|0,6581|3657064|104857600
dna.001.1|5|671089680|6291456|15,3598|211329315|6291456|0,6102|22584498|104857600
dna.001.1|6|629146676|6291456|16,3159|183303606|6291456|0,4836|8537766|104857600
dna.001.1|7|599187392|6291456|17,6527|186657434|6291456|0,5206|21879013|104857600
dna.001.1|8|576717852|6291456|18,0533|161687120|6291456|0,4234|4400480|104857600
dna.001.1|9|559241640|6291456|19,4389|180414925|6291456|0,4889|28953367|104857600
dna.001.1|15|524288025|6291456|21,6903|169519245|6291456|0,5995|36699126|104857600
dna.001.1|30|524288100|6291456|22,3863|146921798|6291456|0,4238|28082522|104857600
dna.001.1|60|524288100|6291456|22,8749|138037980|6291456|0,3326|26186364|104857600
dna.001.1-gcis-ef|-|4934240|6291456|14,2777|157005312|6291456|5,5062|4450733|104857600
dna.001.1-gcis-s8b|-|5401088|6291456|13,6216|155376928|6291456|1,7337|3717627|104857600
