file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
cere|3|3690294196|6291456|54,3832|1366318966|6291456|4,8578|136209718|461286644
cere|4|3229007556|6291456|65,3464|1077924584|6291456|4,7290|155308392|461286644
cere|5|2952235572|6291456|71,0984|970576114|6291456|3,9628|140185153|461286644
cere|6|2767720932|6291456|74,1474|894262598|6291456|3,1038|125449190|461286644
cere|7|2635924752|6291456|80,7663|847565442|6291456|2,6552|122662437|461286644
cere|8|2537077620|6291456|88,0585|813400440|6291456|2,4353|121438344|461286644
cere|9|2460196516|6291456|94,9541|788854912|6291456|2,3633|122545756|461286644
cere|15|2362511549|6291456|113,8943|844777573|6291456|4,1316|260470381|461286644
cere|30|2306433300|6291456|126,2473|837388182|6291456|2,6092|314587038|461286644
cere|60|2306433300|6291456|129,4772|859246484|6291456|1,6992|367111940|461286644
cere-gcis-ef|-|26263144|6291456|73,7136|939832968|6291456|27,9286|20482239|461286644
cere-gcis-s8b|-|23026528|6291456|69,4476|730940728|6291456|10,3294|17331549|461286644
