file|coverage|peak|stack|time|substring_size
dblp.xml.0001.1-gcis-ef|-|1743424|6291456|0,0005|1
dblp.xml.0001.1|3|17291558|6291456|0,0492|1
dblp.xml.0001.1|4|1581970|6291456|8,8569|1
dblp.xml.0001.1|5|20055691|6291456|0,0368|1
dblp.xml.0001.1|6|6320744|6291456|0,1878|1
dblp.xml.0001.1|7|20370190|6291456|0,0158|1
dblp.xml.0001.1|8|1478006|6291456|2,6867|1
dblp.xml.0001.1|9|25515768|6291456|0,0239|1
dblp.xml.0001.1|15|24211728|6291456|0,0069|1
dblp.xml.0001.1|30|18719328|6291456|0,0070|1
dblp.xml.0001.1|60|17924578|6291456|0,0082|1
dblp.xml.0001.1-gcis-ef|-|1743424|6291456|0,0005|10
dblp.xml.0001.1|3|17292215|6291456|0,0293|10
dblp.xml.0001.1|4|1581979|6291456|7,8092|10
dblp.xml.0001.1|5|20056700|6291456|0,0379|10
dblp.xml.0001.1|6|6331121|6291456|0,1779|10
dblp.xml.0001.1|7|20370591|6291456|0,0166|10
dblp.xml.0001.1|8|1478015|6291456|2,6930|10
dblp.xml.0001.1|9|25516425|6291456|0,0229|10
dblp.xml.0001.1|15|24211857|6291456|0,0069|10
dblp.xml.0001.1|30|18719577|6291456|0,0070|10
dblp.xml.0001.1|60|17925067|6291456|0,0092|10
dblp.xml.0001.1-gcis-ef|-|1743424|6291456|0,0005|100
dblp.xml.0001.1|3|17292305|6291456|0,0369|100
dblp.xml.0001.1|4|2106357|6291456|7,9800|100
dblp.xml.0001.1|5|20056790|6291456|0,0405|100
dblp.xml.0001.1|6|6331211|6291456|0,1825|100
dblp.xml.0001.1|7|20370681|6291456|0,0211|100
dblp.xml.0001.1|8|1740249|6291456|2,6787|100
dblp.xml.0001.1|9|25516515|6291456|0,0272|100
dblp.xml.0001.1|15|24211947|6291456|0,0114|100
dblp.xml.0001.1|30|18719667|6291456|0,0110|100
dblp.xml.0001.1|60|17925157|6291456|0,0117|100
dblp.xml.0001.1-gcis-ef|-|1743424|6291456|0,0005|1000
dblp.xml.0001.1|3|17295797|6291456|0,1076|1000
dblp.xml.0001.1|4|2107257|6291456|7,8793|1000
dblp.xml.0001.1|5|20058690|6291456|0,0983|1000
dblp.xml.0001.1|6|6332111|6291456|0,2385|1000
dblp.xml.0001.1|7|20372365|6291456|0,0702|1000
dblp.xml.0001.1|8|1741149|6291456|2,7453|1000
dblp.xml.0001.1|9|25518063|6291456|0,0665|1000
dblp.xml.0001.1|15|24213327|6291456|0,0499|1000
dblp.xml.0001.1|30|18720807|6291456|0,0414|1000
dblp.xml.0001.1|60|17926057|6291456|0,0370|1000
dblp.xml.0001.1-gcis-ef|-|1743424|6291456|0,0005|10000
dblp.xml.0001.1|3|17328773|6291456|0,8021|10000
dblp.xml.0001.1|4|2116257|6291456|8,5053|10000
dblp.xml.0001.1|5|20081690|6291456|0,6661|10000
dblp.xml.0001.1|6|6351479|6291456|0,6157|10000
dblp.xml.0001.1|7|20391949|6291456|0,4848|10000
dblp.xml.0001.1|8|1750149|6291456|3,0763|10000
dblp.xml.0001.1|9|25534839|6291456|0,4366|10000
dblp.xml.0001.1|15|24227127|6291456|0,3724|10000
dblp.xml.0001.1|30|18732207|6291456|0,3276|10000
dblp.xml.0001.1|60|17936017|6291456|0,2767|10000
