file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
corpus-xml|DC8|48368332|6291456|0.000000000000000|12935724|6291456|0.000000000000000|2240468|5345280
corpus-xml|DC16|47054970|6291456|0.000000000000000|11348630|6291456|0.000000000000000|2435106|5345280
corpus-xml|DC32|46349508|6291456|0.000000000000000|10232400|6291456|0.000000000000000|2744316|5345280
corpus-xml|DC64|46253300|6291456|0.000000000000000|9669356|6291456|0.000000000000000|2982772|5345280
corpus-xml|DC128|46315288|6291456|0.000000000000000|9637320|6291456|0.000000000000000|3099448|5345280
corpus-xml|GCIS-ef|5357393|6291456|0.0000|20785|6291456|0.0000| 504|5345280
corpus-xml|GCIS-s8b|5432869|6291456|0.0000| 57|5345280
