alg,substring_size,peak,stack,time
GCIS-ef,10,21295904,6291456,0,0007,
DC3,10,
DC4,10,
DC5,10,
DC6,10,
DC7,10,
DC8,10,
DC9,10,
DC15,10,
DC30,10,
DC60,10,
