file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
pseudo-real-dblp.xml.0001.1|GCX|880127417|6291456|4.374687000000000|155380654|6291456|0.167135000000000|12383698|104857600
pseudo-real-dblp.xml.0001.1|GCIS-ef|546095196|6291456|5.1516|267453581|6291456|2.5979|947960|104857600
pseudo-real-dblp.xml.0001.1|GCIS-s8b|545522225|6291456|4.9782|267211249|6291456|0.9381|878093|104857600
pseudo-real-dblp.xml.0001.1|REPAIR|2970289215|6291456|26.088910|6178444|6291456|0.322195|479279|104857600
pseudo-real-dblp.xml.0001.1|GC3|978743056|6291456|2.731001000000000|296911248|6291456|0.289754000000000|17290692|104857600
pseudo-real-dblp.xml.0001.1|GC4|943866672|6291456|2.279822000000000|210773012|6291456|0.225183000000000|1057300|104857600
pseudo-real-dblp.xml.0001.1|GC5|923260542|6291456|2.299539000000000|208798451|6291456|0.216943000000000|20054534|104857600
pseudo-real-dblp.xml.0001.1|GC6|909328090|6291456|2.157435000000000|181073110|6291456|0.174123000000000|6310150|104857600
pseudo-real-dblp.xml.0001.1|GC7|899983452|6291456|2.304936000000000|185146100|6291456|0.198355000000000|20369652|104857600
pseudo-real-dblp.xml.0001.1|GC8|891690220|6291456|2.293175000000000|158502436|6291456|0.129648000000000|1215652|104857600
pseudo-real-dblp.xml.0001.1|GC9|887551906|6291456|2.124875000000000|176976181|6291456|0.179952000000000|25514974|104857600
pseudo-real-dblp.xml.0001.1|GC11|880122555|6291456|2.269880000000000|171669395|6291456|0.163991000000000|28681571|104857600
pseudo-real-dblp.xml.0001.1|GC15|872393194|6291456|2.280259000000000|157031296|6291456|0.124632000000000|24211510|104857600
pseudo-real-dblp.xml.0001.1|GC30|862561054|6291456|2.078736000000000|137558266|6291456|0.103176000000000|18718990|104857600
pseudo-real-dblp.xml.0001.1|GC32|853077420|6291456|2.177114000000000|120001684|6291456|0.079982000000000|2035540|104857600
pseudo-real-dblp.xml.0001.1|GC60|859567384|6291456|1.932014000000000|129775616|6291456|0.123547000000000|17924000|104857600
pseudo-real-dblp.xml.0001.1|GC64|847065548|6291456|1.947268000000000|114235104|6291456|0.069973000000000|2819408|104857600
