file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
real-coreutils|GCX|1762782984|6291456|8.000000000000000|379704938|6291456|0.000000000000000|92304302|205281778
real-coreutils|GCIS-ef|1097141325|6291456|11.0000|567284559|6291456|6.0000|12166455|205281778
real-coreutils|GCIS-s8b|1082735174|6291456|10.0000|559242699|6291456|2.0000|11060183|205281778
real-coreutils|REPAIR|5971289746|6291456|85.060908|75760248|6291456|1.327317|4591926|205281778
