file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
webster|DC3|443354261|6291456|1.000000000000000|138620221|6291456|0.000000000000000|28063417|41458703
webster|DC4|414768336|6291456|1.000000000000000|109889868|6291456|0.000000000000000|26972156|41458703
webster|DC5|399214311|6291456|1.000000000000000|99697064|6291456|0.000000000000000|25071167|41458703
webster|DC6|391560146|6291456|0.000000000000000|94571902|6291456|0.000000000000000|25473850|41458703
webster|DC7|387312710|6291456|0.000000000000000|91899751|6291456|0.000000000000000|26750138|41458703
webster|DC8|384445664|6291456|0.000000000000000|90291096|6291456|0.000000000000000|28102824|41458703
webster|DC9|383033198|6291456|0.000000000000000|89673138|6291456|0.000000000000000|29788182|41458703
webster|DC11|381571735|6291456|0.000000000000000|89289554|6291456|0.000000000000000|32754635|41458703
webster|DC15|379299587|6291456|0.000000000000000|88263300|6291456|0.000000000000000|35748819|41458703
webster|DC30|379471226|6291456|0.000000000000000|87860382|6291456|0.000000000000000|40872966|41458703
webster|DC32|379551656|6291456|0.000000000000000|87957868|6291456|0.000000000000000|41315596|41458703
webster|DC60|378630472|6291456|0.000000000000000|87407816|6291456|0.000000000000000|43182440|41458703
webster|DC64|378328112|6291456|0.000000000000000|87167852|6291456|0.000000000000000|43116812|41458703
webster|GCIS-ef|289862931|6291456|2.0000|141454324|6291456|2.0000| 23145517|41458703
webster|GCIS-s8b|261897714|6291456|2.0000|130304056|6291456|0.0000| 16650469|41458703
