file|algorithm|peak|stack|time|substring_size
para|GCIS-ef|25825600|6291456|0.0646|1
para|DC3|140242028|6291456|0.005077000000000|1
para|DC4|161583634|6291456|0.004407817000000|1
para|DC5|145132812|6291456|0.004059655000000|1
para|DC6|136513902|6291456|0.004094819000000|1
para|DC7|130645884|6291456|0.004102146000000|1
para|DC8|122607538|6291456|0.003619687000000|1
para|DC9|122414719|6291456|0.003776768000000|1
para|DC11|149764827|6291456|0.003946942000000|1
para|DC15|273946338|6291456|0.003912796000000|1
para|DC30|327209298|6291456|0.004131107000000|1
para|DC32|332477674|6291456|0.003951184000000|1
para|DC60|370805178|6291456|0.004779357000000|1
para|DC64|374362186|6291456|0.004980418000000|1
para|GCIS-ef|25825600|6291456|0.0921|10
para|DC3|140242037|6291456|0.008504609000000|10
para|DC4|161583643|6291456|0.007819279000000|10
para|DC5|145132821|6291456|0.006270071000000|10
para|DC6|136513911|6291456|0.006731447000000|10
para|DC7|130645893|6291456|0.006360728000000|10
para|DC8|122607547|6291456|0.006460931000000|10
para|DC9|122414728|6291456|0.005842691000000|10
para|DC11|149764836|6291456|0.005383606000000|10
para|DC15|273946347|6291456|0.004721694000000|10
para|DC30|327209307|6291456|0.004476266000000|10
para|DC32|332477683|6291456|0.004104431000000|10
para|DC60|370805187|6291456|0.004972925000000|10
para|DC64|374362195|6291456|0.005165234000000|10
para|GCIS-ef|25825600|6291456|0.3677|100
para|DC3|140242127|6291456|0.028109757000000|100
para|DC4|161583733|6291456|0.021496515000000|100
para|DC5|145132911|6291456|0.020401903000000|100
para|DC6|136514001|6291456|0.020459858000000|100
para|DC7|130645983|6291456|0.016254247000000|100
para|DC8|122607637|6291456|0.016178582000000|100
para|DC9|122414818|6291456|0.020545430000000|100
para|DC11|149764926|6291456|0.017108803000000|100
para|DC15|273946437|6291456|0.011453070000000|100
para|DC30|327209397|6291456|0.007674452000000|100
para|DC32|332477773|6291456|0.007324156000000|100
para|DC60|370805277|6291456|0.006643743000000|100
para|DC64|374362285|6291456|0.007319419000000|100
para|GCIS-ef|25825600|6291456|2.8324|1000
para|DC3|140243027|6291456|0.140819170000000|1000
para|DC4|161584633|6291456|0.119223564000000|1000
para|DC5|145133811|6291456|0.102484098000000|1000
para|DC6|136514901|6291456|0.112148546000000|1000
para|DC7|130646883|6291456|0.077951260000000|1000
para|DC8|122608537|6291456|0.073506867000000|1000
para|DC9|122415718|6291456|0.107097881000000|1000
para|DC11|149765826|6291456|0.114043749000000|1000
para|DC15|273947337|6291456|0.071284759000000|1000
para|DC30|327210297|6291456|0.037294546000000|1000
para|DC32|332478673|6291456|0.034728397000000|1000
para|DC60|370806177|6291456|0.026593501000000|1000
para|DC64|374363185|6291456|0.027104551000000|1000
para|GCIS-ef|25825600|6291456|26.2215|10000
para|DC3|140252027|6291456|0.675272569000000|10000
para|DC4|161593633|6291456|0.628413947000000|10000
para|DC5|145142811|6291456|0.555067395000000|10000
para|DC6|136523901|6291456|0.602860921000000|10000
para|DC7|130655883|6291456|0.383257435000000|10000
para|DC8|122617537|6291456|0.408304131000000|10000
para|DC9|122424718|6291456|0.510405158000000|10000
para|DC11|149774826|6291456|0.501376637000000|10000
para|DC15|273956337|6291456|0.573895667000000|10000
para|DC30|327219297|6291456|0.310979040000000|10000
para|DC32|332487673|6291456|0.283325812000000|10000
para|DC60|370815177|6291456|0.210099979000000|10000
para|DC64|374372185|6291456|0.219024027000000|10000
