file|algorithm|peak|stack|time|substring_size
einstein.de.txt|GCIS-ef|1138312|6291456|0.0000|1
einstein.de.txt|DC3|1
einstein.de.txt|DC4|1
einstein.de.txt|DC5|1
einstein.de.txt|DC6|1
einstein.de.txt|DC7|1
einstein.de.txt|DC8|1
einstein.de.txt|DC9|1
einstein.de.txt|DC11|1
einstein.de.txt|DC15|1
einstein.de.txt|DC30|1
einstein.de.txt|DC32|1
einstein.de.txt|DC60|1
einstein.de.txt|DC64|1
einstein.de.txt|GCIS-ef|1138312|6291456|0.0000|10
einstein.de.txt|DC3|10
einstein.de.txt|DC4|10
einstein.de.txt|DC5|10
einstein.de.txt|DC6|10
einstein.de.txt|DC7|10
einstein.de.txt|DC8|10
einstein.de.txt|DC9|10
einstein.de.txt|DC11|10
einstein.de.txt|DC15|10
einstein.de.txt|DC30|10
einstein.de.txt|DC32|10
einstein.de.txt|DC60|10
einstein.de.txt|DC64|10
einstein.de.txt|GCIS-ef|1138312|6291456|0.0000|100
einstein.de.txt|DC3|100
einstein.de.txt|DC4|100
einstein.de.txt|DC5|100
einstein.de.txt|DC6|100
einstein.de.txt|DC7|100
einstein.de.txt|DC8|100
einstein.de.txt|DC9|100
einstein.de.txt|DC11|100
einstein.de.txt|DC15|100
einstein.de.txt|DC30|100
einstein.de.txt|DC32|100
einstein.de.txt|DC60|100
einstein.de.txt|DC64|100
einstein.de.txt|GCIS-ef|1138312|6291456|0.0000|1000
einstein.de.txt|DC3|1000
einstein.de.txt|DC4|1000
einstein.de.txt|DC5|1000
einstein.de.txt|DC6|1000
einstein.de.txt|DC7|1000
einstein.de.txt|DC8|1000
einstein.de.txt|DC9|1000
einstein.de.txt|DC11|1000
einstein.de.txt|DC15|1000
einstein.de.txt|DC30|1000
einstein.de.txt|DC32|1000
einstein.de.txt|DC60|1000
einstein.de.txt|DC64|1000
einstein.de.txt|GCIS-ef|1138312|6291456|0.0000|10000
einstein.de.txt|DC3|10000
einstein.de.txt|DC4|10000
einstein.de.txt|DC5|10000
einstein.de.txt|DC6|10000
einstein.de.txt|DC7|10000
einstein.de.txt|DC8|10000
einstein.de.txt|DC9|10000
einstein.de.txt|DC11|10000
einstein.de.txt|DC15|10000
einstein.de.txt|DC30|10000
einstein.de.txt|DC32|10000
einstein.de.txt|DC60|10000
einstein.de.txt|DC64|10000
