file|algorithm|peak|stack|time|substring_size
reymont|GCIS-ef|4237736|6291456|0.0000|1
reymont|DC3|1
reymont|DC4|1
reymont|DC5|1
reymont|DC6|1
reymont|DC7|1
reymont|DC8|1
reymont|DC9|1
reymont|DC11|1
reymont|DC15|1
reymont|DC30|1
reymont|DC32|1
reymont|DC60|1
reymont|DC64|1
reymont|GCIS-ef|4237736|6291456|0.0000|10
reymont|DC3|10
reymont|DC4|10
reymont|DC5|10
reymont|DC6|10
reymont|DC7|10
reymont|DC8|10
reymont|DC9|10
reymont|DC11|10
reymont|DC15|10
reymont|DC30|10
reymont|DC32|10
reymont|DC60|10
reymont|DC64|10
reymont|GCIS-ef|4237736|6291456|0.0000|100
reymont|DC3|100
reymont|DC4|100
reymont|DC5|100
reymont|DC6|100
reymont|DC7|100
reymont|DC8|100
reymont|DC9|100
reymont|DC11|100
reymont|DC15|100
reymont|DC30|100
reymont|DC32|100
reymont|DC60|100
reymont|DC64|100
reymont|GCIS-ef|4237736|6291456|0.0000|1000
reymont|DC3|1000
reymont|DC4|1000
reymont|DC5|1000
reymont|DC6|1000
reymont|DC7|1000
reymont|DC8|1000
reymont|DC9|1000
reymont|DC11|1000
reymont|DC15|1000
reymont|DC30|1000
reymont|DC32|1000
reymont|DC60|1000
reymont|DC64|1000
reymont|GCIS-ef|4237736|6291456|0.0000|10000
reymont|DC3|10000
reymont|DC4|10000
reymont|DC5|10000
reymont|DC6|10000
reymont|DC7|10000
reymont|DC8|10000
reymont|DC9|10000
reymont|DC11|10000
reymont|DC15|10000
reymont|DC30|10000
reymont|DC32|10000
reymont|DC60|10000
reymont|DC64|10000
