file|algorithm|peak|stack|time|substring_size
ooffice|GCIS-ef|811716|6291456|0.0000|1
ooffice|DC3|1
ooffice|DC4|1
ooffice|DC5|1
ooffice|DC6|1
ooffice|DC7|1
ooffice|DC8|1
ooffice|DC9|1
ooffice|DC11|1
ooffice|DC15|1
ooffice|DC30|1
ooffice|DC32|1
ooffice|DC60|1
ooffice|DC64|1
ooffice|GCIS-ef|811716|6291456|0.0000|10
ooffice|DC3|10
ooffice|DC4|10
ooffice|DC5|10
ooffice|DC6|10
ooffice|DC7|10
ooffice|DC8|10
ooffice|DC9|10
ooffice|DC11|10
ooffice|DC15|10
ooffice|DC30|10
ooffice|DC32|10
ooffice|DC60|10
ooffice|DC64|10
ooffice|GCIS-ef|811716|6291456|0.0000|100
ooffice|DC3|100
ooffice|DC4|100
ooffice|DC5|100
ooffice|DC6|100
ooffice|DC7|100
ooffice|DC8|100
ooffice|DC9|100
ooffice|DC11|100
ooffice|DC15|100
ooffice|DC30|100
ooffice|DC32|100
ooffice|DC60|100
ooffice|DC64|100
ooffice|GCIS-ef|811716|6291456|0.0000|1000
ooffice|DC3|1000
ooffice|DC4|1000
ooffice|DC5|1000
ooffice|DC6|1000
ooffice|DC7|1000
ooffice|DC8|1000
ooffice|DC9|1000
ooffice|DC11|1000
ooffice|DC15|1000
ooffice|DC30|1000
ooffice|DC32|1000
ooffice|DC60|1000
ooffice|DC64|1000
ooffice|GCIS-ef|811716|6291456|0.0000|10000
ooffice|DC3|10000
ooffice|DC4|10000
ooffice|DC5|10000
ooffice|DC6|10000
ooffice|DC7|10000
ooffice|DC8|10000
ooffice|DC9|10000
ooffice|DC11|10000
ooffice|DC15|10000
ooffice|DC30|10000
ooffice|DC32|10000
ooffice|DC60|10000
ooffice|DC64|10000
