file,coverage,peak_comp,stack_comp,compression_time,peak_decomp,stack_decomp,decompression_time,compressed_size,plain_size
cere,3,4188985597,6291456,11.27,1537615292,6291456, 2.01,,
cere,4,3690298296,6291456,11.54,1076337204,6291456, 2.06,,
cere,5,3413526313,6291456,10.70,922586811,6291456, 1.52,,
cere,6,3229011676,6291456,10.09,830358738,6291456, 1.45,,
cere,7,3097215492,6291456,10.06,768971051,6291456, 1.23,,
cere,8,2998368364,6291456, 9.53,725470096,6291456, 1.11,,
cere,9,2921487260,6291456, 9.44,694388613,6291456, 1.08,,
cere,15,2675467725,6291456,10.18,761204652,6291456, 1.64,,
cere,30,2490953232,6291456, 9.62,792903070,6291456, 1.43,,
cere,60,2398696184,6291456, 8.78,837001444,6291456, 0.94,,
cere-gcis-ef, 0, 0, 0, 0, 0,0, 0,,
cere-gcis-s8b, 0, 0, 0, 0, 0,0, 0,,
