file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
real-coreutils|GC3|633075021|6291456|0.895955000000000|85656417|205281778
real-coreutils|GC4|499621428|6291456|0.724080000000000|89057444|205281778
real-coreutils|GC5|455632346|6291456|0.644221000000000|86124818|205281778
real-coreutils|GC6|427187642|6291456|0.556981000000000|85051034|205281778
real-coreutils|GC7|408527470|6291456|0.512421000000000|85941505|205281778
real-coreutils|GC8|396509480|6291456|0.573612000000000|88586552|205281778
real-coreutils|GC9|387377815|6291456|0.555559000000000|90859327|205281778
real-coreutils|GC11|375828088|6291456|0.489935000000000|95898136|205281778
real-coreutils|GC15|365409183|6291456|0.477484000000000|105385251|205281778
real-coreutils|GC30|363017458|6291456|0.439880000000000|130364494|205281778
real-coreutils|GC32|363668760|6291456|0.425507000000000|132726024|205281778
real-coreutils|GC60|376759060|6291456|0.350566000000000|157790596|205281778
real-coreutils|GC64|376866384|6291456|0.385209000000000|158752704|205281778
real-coreutils|GCIS-ef|1097141325|6291456|11.2152|567284559|6291456|6.0862| 12166455|205281778
real-coreutils|GCIS-s8b|1082735174|6291456|10.9814|559242699|6291456|2.3051| 11060183|205281778
