file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
corpus-howto|GC3|138960771|6291456|0.175472000000000|33834771|39422105
corpus-howto|GC4|111397548|6291456|0.126349000000000|32553004|39422105
corpus-howto|GC5|99981805|6291456|0.112492000000000|29021740|39422105
corpus-howto|GC6|94427582|6291456|0.103815000000000|28723850|39422105
corpus-howto|GC7|91637000|6291456|0.083253000000000|29687767|39422105
corpus-howto|GC8|90997140|6291456|0.097524000000000|31863732|39422105
corpus-howto|GC9|91755582|6291456|0.100638000000000|34812309|39422105
corpus-howto|GC11|92573280|6291456|0.105700000000000|38815641|39422105
corpus-howto|GC15|92165263|6291456|0.095642000000000|42230269|39422105
corpus-howto|GC30|86304508|6291456|0.086023000000000|41625352|39422105
corpus-howto|GC32|85892032|6291456|0.085750000000000|41541040|39422105
corpus-howto|GC60|82703848|6291456|0.062866000000000|40651912|39422105
corpus-howto|GC64|82515740|6291456|0.068565000000000|40627644|39422105
corpus-howto|GCIS-ef|281338510|6291456|2.6014|144386870|6291456|1.9986| 23966683|39422105
corpus-howto|GCIS-s8b|251548438|6291456|2.0486|128012194|6291456|0.5090| 18015485|39422105
