file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
real-para|GC3|1284335126|6291456|1.758951000000000|139625954|429265758
real-para|GC4|1019499560|6291456|1.785874000000000|160967656|429265758
real-para|GC5|917195565|6291456|1.326859000000000|144516882|429265758
real-para|GC6|851341260|6291456|1.256037000000000|135897972|429265758
real-para|GC7|804590744|6291456|1.062676000000000|130030002|429265758
real-para|GC8|765890584|6291456|0.954747000000000|121991656|429265758
real-para|GC9|741849703|6291456|0.871948000000000|121798837|429265758
real-para|GC11|734511600|6291456|1.442913000000000|149148993|429265758
real-para|GC15|817067376|6291456|1.375890000000000|273330504|429265758
real-para|GC30|813094896|6291456|1.166414000000000|326593512|429265758
real-para|GC32|814786192|6291456|1.131146000000000|331861888|429265758
real-para|GC60|828074976|6291456|0.694085000000000|370189392|429265758
real-para|GC64|829844848|6291456|0.656898000000000|373746400|429265758
real-para|GCIS-ef|2282143873|6291456|26.2673|1195463015|6291456|12.2610| 24603720|429265758
real-para|GCIS-s8b|2256682620|6291456|25.5107|1109651047|6291456|4.9978| 21376645|429265758
