file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
pseudo-real-dblp.xml.0001.2|GC3|300399462|6291456|0.319585000000000|20778906|104857600
pseudo-real-dblp.xml.0001.2|GC4|210773440|6291456|0.225978000000000|1057728|104857600
pseudo-real-dblp.xml.0001.2|GC5|211643458|6291456|0.229224000000000|22899541|104857600
pseudo-real-dblp.xml.0001.2|GC6|184675248|6291456|0.188683000000000|9912336|104857600
pseudo-real-dblp.xml.0001.2|GC7|189698163|6291456|0.229063000000000|24921715|104857600
pseudo-real-dblp.xml.0001.2|GC8|158502804|6291456|0.134761000000000|1216020|104857600
pseudo-real-dblp.xml.0001.2|GC9|182223506|6291456|0.201626000000000|30762299|104857600
pseudo-real-dblp.xml.0001.2|GC11|172961920|6291456|0.172781000000000|29974096|104857600
pseudo-real-dblp.xml.0001.2|GC15|158796871|6291456|0.142817000000000|25977085|104857600
pseudo-real-dblp.xml.0001.2|GC30|141220246|6291456|0.119089000000000|22380970|104857600
pseudo-real-dblp.xml.0001.2|GC32|120002452|6291456|0.081454000000000|2036308|104857600
pseudo-real-dblp.xml.0001.2|GC60|137115240|6291456|0.161989000000000|25263624|104857600
pseudo-real-dblp.xml.0001.2|GC64|114235488|6291456|0.073631000000000|2819792|104857600
pseudo-real-dblp.xml.0001.2|GCIS-ef|546102647|6291456|5.2224|267551617|6291456|2.6110| 948435|104857600
pseudo-real-dblp.xml.0001.2|GCIS-s8b|545209254|6291456|5.6075|267313225|6291456|0.9593| 808471|104857600
