file|coverage|peak|stack|time|substring_size
influenza-gcis-ef|-|9542624|6291456|0,1170|1
influenza|3|25187213|6291456|0,006701862000000|1
influenza|4|25924214|6291456|0,005749688000000|1
influenza|5|26305573|6291456|0,006127633000000|1
influenza|6|26465230|6291456|0,005714003000000|1
influenza|7|27286427|6291456|0,005655661000000|1
influenza|8|29501894|6291456|0,005083135000000|1
influenza|9|31151922|6291456|0,005711259000000|1
influenza|15|37905992|6291456|0,006935676000000|1
influenza|30|49957952|6291456|0,007521265000000|1
influenza|60|78538370|6291456|0,008691205000000|1
influenza-gcis-ef|-|9542624|6291456|0,1781|10
influenza|3|25187222|6291456|0,013241440000000|10
influenza|4|25924223|6291456|0,011502118000000|10
influenza|5|26305582|6291456|0,011526955000000|10
influenza|6|26465239|6291456|0,010043450000000|10
influenza|7|27286436|6291456|0,010565987000000|10
influenza|8|29501903|6291456|0,008899791000000|10
influenza|9|31151931|6291456|0,009409738000000|10
influenza|15|37906001|6291456|0,010701834000000|10
influenza|30|10
influenza|60|78538379|6291456|0,009062566000000|10
influenza-gcis-ef|-|9542624|6291456|0,6562|100
influenza|3|25187312|6291456|0,048744310000000|100
influenza|4|25924313|6291456|0,035386873000000|100
influenza|5|26305672|6291456|0,041127482000000|100
influenza|6|26465329|6291456|0,030057061000000|100
influenza|7|27286526|6291456|0,030038142000000|100
influenza|8|29501993|6291456|0,022852141000000|100
influenza|9|31152021|6291456|0,030418955000000|100
influenza|15|37906091|6291456|0,033909771000000|100
influenza|30|100
influenza|60|78538469|6291456|0,012068517000000|100
influenza-gcis-ef|-|9542624|6291456|5,3516|1000
influenza|3|25188212|6291456|0,230618892000000|1000
influenza|4|25925213|6291456|0,153194788000000|1000
influenza|5|26306572|6291456|0,213597579000000|1000
influenza|6|26466229|6291456|0,142048473000000|1000
influenza|7|27287426|6291456|0,130278154000000|1000
influenza|8|29502893|6291456|0,088337540000000|1000
influenza|9|31152921|6291456|0,116781836000000|1000
influenza|15|37906991|6291456|0,182034484000000|1000
influenza|30|1000
influenza|60|78539369|6291456|0,037835341000000|1000
influenza-gcis-ef|-|9542624|6291456|48,4650|10000
influenza|3|25197212|6291456|1,008056615000000|10000
influenza|4|25934213|6291456|0,687785966000000|10000
influenza|5|26315572|6291456|0,865541127000000|10000
influenza|6|26475229|6291456|0,584669482000000|10000
influenza|7|27296426|6291456|0,579719799000000|10000
influenza|8|29511893|6291456|0,448742268000000|10000
influenza|9|31161921|6291456|0,482928418000000|10000
influenza|15|37915991|6291456|0,842621489000000|10000
influenza|30|10000
influenza|60|78548369|6291456|0,290497581000000|10000
