file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
cere|3|3690294196|6291456|55,000000000000000|1366307938|6291456|4,000000000000000|136209718| 461286644
cere|4|3229007556|6291456|68,000000000000000|1077882088|6291456|3,000000000000000|155308392| 461286644
cere|5|2952235572|6291456|73,000000000000000|970501459|6291456|3,000000000000000|140185153| 461286644
cere|6|2767720932|6291456|77,000000000000000|894260558|6291456|2,000000000000000|125449190| 461286644
cere|7|2635924752|6291456|83,000000000000000|847541803|6291456|2,000000000000000|122662437| 461286644
cere|8|2537077620|6291456|86,000000000000000|813368568|6291456|2,000000000000000|121438344| 461286644
cere|9|2460196516|6291456|88,000000000000000|788848945|6291456|1,000000000000000|122545756| 461286644
cere|15|2362511549|6291456|101,000000000000000|844767028|6291456|2,000000000000000|260470381| 461286644
cere|30|2306433300|6291456|113,000000000000000|837379002|6291456|2,000000000000000|314587038| 461286644
cere|60|2306433300|6291456|117,000000000000000|859154324|6291456|1,000000000000000|367111940| 461286644
cere|11|2350014444|6291456|98,000000000000000|778748015|6291456|2,000000000000000|149720420| 461286644
cere-gcis-ef|-|26263144|6291456|70,0000|939832968|6291456|26,0000|20482239| 461286644
cere-gcis-s8b|-|23026528|6291456|68,0000|730940728|6291456|9,0000|17331549| 461286644
