file|coverage|peak|stack|time|substring_size
proteins.001.1-gcis-ef|-|5892296|6291456|0,1097|1
proteins.001.1|3|20516144|6291456|0,006228520000000|1
proteins.001.1|4|5158366|6291456|0,004858726000000|1
proteins.001.1|5|23947996|6291456|0,006113258000000|1
proteins.001.1|6|12512124|6291456|0,006324305000000|1
proteins.001.1|7|25481335|6291456|0,006600200000000|1
proteins.001.1|8|6370738|6291456|0,006307645000000|1
proteins.001.1|9|28561492|6291456|0,005620486000000|1
proteins.001.1|11|30033928|6291456|0,006672041000000|1
proteins.001.1|15|28822528|6291456|0,005610247000000|1
proteins.001.1|30|23830634|6291456|0,006531536000000|1
proteins.001.1|60|24206742|6291456|0,005760838000000|1
proteins.001.1-gcis-ef|-|5892296|6291456|0,1667|10
proteins.001.1|3|20516153|6291456|0,012198542000000|10
proteins.001.1|4|5158375|6291456|0,010544626000000|10
proteins.001.1|5|23948005|6291456|0,011050064000000|10
proteins.001.1|6|12512133|6291456|0,009096944000000|10
proteins.001.1|7|25481344|6291456|0,009463045000000|10
proteins.001.1|8|6370747|6291456|0,006970072000000|10
proteins.001.1|9|28561501|6291456|0,007796092000000|10
proteins.001.1|11|30033937|6291456|0,007915238000000|10
proteins.001.1|15|28822537|6291456|0,006639096000000|10
proteins.001.1|30|23830643|6291456|0,007508908000000|10
proteins.001.1|60|24206751|6291456|0,006162890000000|10
proteins.001.1-gcis-ef|-|5892296|6291456|0,7045|100
proteins.001.1|3|20516243|6291456|0,042732714000000|100
proteins.001.1|4|5158465|6291456|0,045979420000000|100
proteins.001.1|5|23948095|6291456|0,049728440000000|100
proteins.001.1|6|12512223|6291456|0,030932061000000|100
proteins.001.1|7|25481434|6291456|0,034538623000000|100
proteins.001.1|8|6370837|6291456|0,021371281000000|100
proteins.001.1|9|28561591|6291456|0,027559683000000|100
proteins.001.1|11|30034027|6291456|0,028286549000000|100
proteins.001.1|15|28822627|6291456|0,020019593000000|100
proteins.001.1|30|23830733|6291456|0,014225536000000|100
proteins.001.1|60|24206841|6291456|0,009152402000000|100
proteins.001.1-gcis-ef|-|5892296|6291456|5,8648|1000
proteins.001.1|3|20517143|6291456|0,165409255000000|1000
proteins.001.1|4|5159365|6291456|0,220728064000000|1000
proteins.001.1|5|23948995|6291456|0,161549330000000|1000
proteins.001.1|6|12513123|6291456|0,130616523000000|1000
proteins.001.1|7|25482334|6291456|0,196127513000000|1000
proteins.001.1|8|6371737|6291456|0,095810558000000|1000
proteins.001.1|9|28562491|6291456|0,138474137000000|1000
proteins.001.1|11|30034927|6291456|0,151199662000000|1000
proteins.001.1|15|28823527|6291456|0,052316619000000|1000
proteins.001.1|30|1000
proteins.001.1|60|24207741|6291456|0,029019223000000|1000
proteins.001.1-gcis-ef|-|5892296|6291456|59,0433|10000
proteins.001.1|3|20526143|6291456|1,023454763000000|10000
proteins.001.1|4|5168365|6291456|1,095688611000000|10000
proteins.001.1|5|23957995|6291456|0,957438598000000|10000
proteins.001.1|6|12522123|6291456|0,861607461000000|10000
proteins.001.1|7|25491334|6291456|1,262636580000000|10000
proteins.001.1|8|6380737|6291456|0,724121390000000|10000
proteins.001.1|9|28571491|6291456|0,618639950000000|10000
proteins.001.1|11|30043927|6291456|0,609419165000000|10000
proteins.001.1|15|28832527|6291456|0,373924073000000|10000
proteins.001.1|30|23840633|6291456|0,293713876000000|10000
proteins.001.1|60|24216741|6291456|0,213650916000000|10000
