alg,substring_size,peak,stack,time
GCIS-ef,1,1743424|6291456|0,0005|
DC3,1,
DC4,1,
DC5,1,
DC6,1,
DC7,1,
DC8,1,
DC9,1,
DC15,1,
DC30,1,
DC60,1,
GCIS-ef,10,1743424|6291456|0,0005|
DC3,10,
DC4,10,
DC5,10,
DC6,10,
DC7,10,
DC8,10,
DC9,10,
DC15,10,
DC30,10,
DC60,10,
GCIS-ef,1000,1743424|6291456|0,0006|
DC3,1000,
DC4,1000,
DC5,1000,
DC6,1000,
DC7,1000,
DC8,1000,
DC9,1000,
DC15,1000,
DC30,1000,
DC60,1000,
