file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
dblp.xml.0001.1|3|943719454|11392|31,9841|348662360|6592|3,3465|17290668| 104857600
dblp.xml.0001.1|4|838861836|14848|33,0280|244815432|6592|2,4987|1057248| 104857600
dblp.xml.0001.1|5|775947280|10496|35,3326|210061037|6592|2,1830|20054497| 104857600
dblp.xml.0001.1|6|734004278|11392|35,9669|189295098|6592|1,8410|6310134| 104857600
dblp.xml.0001.1|7|704044998|9664|38,1378|175762836|6592|1,7345|20369652| 104857600
dblp.xml.0001.1|8|681575452|11392|37,6410|165176500|6592|2,6099|1215572| 104857600
dblp.xml.0001.1|9|664099245|9664|58,8274|159302149|6592|5,1612|25514974| 104857600
dblp.xml.0001.1|15|608175201|8800|44,6903|140253968|6592|1,2741|24211510| 104857600
dblp.xml.0001.1|30|571435302|8800|42,0932|129023878|6592|1,0535|18718990| 104857600
dblp.xml.0001.1|60|556310004|8800|44,6770|125683024|6592|0,8966|17924000| 104857600
dblp.xml.0001.1-gcis-ef|-|996664|6291456|14,4645|162557832|6291456|5,0890|947960| 104857600
dblp.xml.0001.1-gcis-s8b|-|1480376|6291456|15,0211|161621896|6291456|1,5006|878093| 104857600
