file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
dna.001.1|3|943719454|11392|21,4179|349237720|6592|3,7964|22609563| 104857600
dna.001.1|4|838861836|11504|20,2614|244660264|6592|2,4413|3657064| 104857600
dna.001.1|5|775947280|10496|24,0773|209552622|6592|2,2154|22584498| 104857600
dna.001.1|6|734004278|11392|26,5539|188757594|6592|1,8341|8537766| 104857600
dna.001.1|7|704044998|10496|30,4763|174848253|6592|1,7516|21879013| 104857600
dna.001.1|8|681575452|11392|30,8929|165216952|6592|1,5632|4400480| 104857600
dna.001.1|9|664099245|9664|34,1920|159113302|6592|1,7882|28953367| 104857600
dna.001.1|15|619660235|9664|41,0901|151063232|6592|1,6349|36699126| 104857600
dna.001.1|30|580798834|8800|43,5171|137950498|6592|1,1936|28082522| 104857600
dna.001.1|60|564572368|8800|45,6568|133726924|6592|1,0285|26186364| 104857600
dna.001.1-gcis-ef|-|4934240|6291456|15,0634|157005312|6291456|5,7004|4450733| 104857600
dna.001.1-gcis-s8b|-|5401088|6291456|13,7768|155376928|6291456|1,7449|3717627| 104857600
