-rw-r--r-- 1 dany dany   22M Apr 22 09:59 large-corpus-archive-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany   17M Apr 22 15:16 large-corpus-archive-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany   16M Apr 22 17:45 large-corpus-archive-PlainSlp_IblcFblc
-rw-r--r-- 1 dany dany 1008K Apr 22 17:19 pseudo-real-dblp.xml.00001.1-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany  676K Apr 22 17:19 pseudo-real-dblp.xml.00001.1-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany  645K Apr 22 17:19 pseudo-real-dblp.xml.00001.1-PlainSlp_IblcFblc
-rw-r--r-- 1 dany dany 1015K Apr 22 17:21 pseudo-real-dblp.xml.00001.2-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany  680K Apr 22 17:21 pseudo-real-dblp.xml.00001.2-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany  649K Apr 22 17:21 pseudo-real-dblp.xml.00001.2-PlainSlp_IblcFblc
-rw-r--r-- 1 dany dany  1.9M Apr 22 17:17 pseudo-real-dblp.xml.0001.1-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany  1.3M Apr 22 17:17 pseudo-real-dblp.xml.0001.1-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany  1.2M Apr 22 17:17 pseudo-real-dblp.xml.0001.1-PlainSlp_IblcFblc
-rw-r--r-- 1 dany dany  2.0M Apr 22 17:17 pseudo-real-dblp.xml.0001.2-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany  1.4M Apr 22 17:17 pseudo-real-dblp.xml.0001.2-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany  1.3M Apr 22 17:17 pseudo-real-dblp.xml.0001.2-PlainSlp_IblcFblc
-rw-r--r-- 1 dany dany  8.4M Apr 22 17:23 pseudo-real-dna.001.1-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany  6.2M Apr 22 17:23 pseudo-real-dna.001.1-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany  5.9M Apr 22 17:23 pseudo-real-dna.001.1-PlainSlp_IblcFblc
-rw-r--r-- 1 dany dany   11M Apr 22 17:27 pseudo-real-english.001.2-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany  7.4M Apr 22 17:27 pseudo-real-english.001.2-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany  7.2M Apr 22 17:27 pseudo-real-english.001.2-PlainSlp_IblcFblc
-rw-r--r-- 1 dany dany  9.2M Apr 20 12:24 pseudo-real-proteins.001.1-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany  6.8M Apr 20 11:53 pseudo-real-proteins.001.1-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany  6.6M Apr 22 17:15 pseudo-real-proteins.001.1-PlainSlp_IblcFblc
-rw-r--r-- 1 dany dany  9.7M Apr 22 17:25 pseudo-real-sources.001.2-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany  7.2M Apr 22 17:25 pseudo-real-sources.001.2-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany  6.9M Apr 22 17:25 pseudo-real-sources.001.2-PlainSlp_IblcFblc
-rw-r--r-- 1 dany dany   36M Apr 21 19:41 real-cere-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany   28M Apr 22 15:16 real-cere-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany   27M Apr 22 17:29 real-cere-PlainSlp_IblcFblc
-rw-r--r-- 1 dany dany   22M Apr 22 17:41 real-coreutils-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany   17M Apr 22 17:41 real-coreutils-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany   16M Apr 22 17:41 real-coreutils-PlainSlp_IblcFblc
-rw-r--r-- 1 dany dany  696K Apr 22 17:43 real-einstein.de.txt-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany  452K Apr 22 17:43 real-einstein.de.txt-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany  436K Apr 22 17:43 real-einstein.de.txt-PlainSlp_IblcFblc
-rw-r--r-- 1 dany dany  1.9M Apr 21 15:03 real-einstein.en.txt-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany  1.3M Apr 22 15:16 real-einstein.en.txt-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany   40M Apr 22 17:32 real-Escherichia_Coli-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany   31M Apr 22 17:32 real-Escherichia_Coli-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany   30M Apr 22 17:32 real-Escherichia_Coli-PlainSlp_IblcFblc
-rw-r--r-- 1 dany dany   17M Apr 22 17:30 real-influenza-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany   13M Apr 22 17:30 real-influenza-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany   13M Apr 22 17:30 real-influenza-PlainSlp_IblcFblc
-rw-r--r-- 1 dany dany   13M Apr 22 17:35 real-kernel-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany  9.5M Apr 22 17:35 real-kernel-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany  9.0M Apr 22 17:35 real-kernel-PlainSlp_IblcFblc
-rw-r--r-- 1 dany dany   48M Apr 22 17:37 real-para-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany   38M Apr 22 17:37 real-para-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany   36M Apr 22 17:37 real-para-PlainSlp_IblcFblc
-rw-r--r-- 1 dany dany  3.3M Apr 22 17:39 real-world_leaders-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany  2.3M Apr 22 17:39 real-world_leaders-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany  2.2M Apr 22 17:39 real-world_leaders-PlainSlp_IblcFblc
-rw-r--r-- 1 dany dany  146M Apr 22 15:24 xml-dblp.xml-PlainSlp_32Fblc
-rw-r--r-- 1 dany dany  121M Apr 22 15:24 xml-dblp.xml-PlainSlp_FblcFblc
-rw-r--r-- 1 dany dany  117M Apr 22 18:01 xml-dblp.xml-PlainSlp_IblcFblc
