file|algorithm|peak|stack|time|substring_size
dna-dna|GCX|223285505|6291456|0.002495760000000|1
dna-dna|GCIS-ef|228574824|6291456|0.0712|1
dna-dna|PlainSlp_32Fblc|0|0|0.0769|1
dna-dna|PlainSlp_FblcFblc|1
dna-dna|PlainSlp_IblcFblc|1
dna-dna|PoSlp_Iblc|1
dna-dna|PoSlp_Sd|1
dna-dna|GCX|223285505|6291456|0.002701936000000|10
dna-dna|GCIS-ef|228574824|6291456|0.1024|10
dna-dna|PlainSlp_32Fblc|0|0|0.0613|10
dna-dna|PlainSlp_FblcFblc|10
dna-dna|PlainSlp_IblcFblc|10
dna-dna|PoSlp_Iblc|10
dna-dna|PoSlp_Sd|10
dna-dna|GCX|223285505|6291456|0.005813703000000|100
dna-dna|GCIS-ef|228574824|6291456|0.3737|100
dna-dna|PlainSlp_32Fblc|0|0|0.0826|100
dna-dna|PlainSlp_FblcFblc|100
dna-dna|PlainSlp_IblcFblc|100
dna-dna|PoSlp_Iblc|100
dna-dna|PoSlp_Sd|100
dna-dna|GCX|223285505|6291456|0.042193028000000|1000
dna-dna|GCIS-ef|228574824|6291456|2.9328|1000
dna-dna|PlainSlp_32Fblc|0|0|0.1853|1000
dna-dna|PlainSlp_FblcFblc|1000
dna-dna|PlainSlp_IblcFblc|1000
dna-dna|PoSlp_Iblc|1000
dna-dna|PoSlp_Sd|1000
dna-dna|GCX|223285505|6291456|0.376446923000000|10000
dna-dna|GCIS-ef|228574824|6291456|27.9256|10000
dna-dna|PlainSlp_32Fblc|0|0|1.1735|10000
dna-dna|PlainSlp_FblcFblc|10000
dna-dna|PlainSlp_IblcFblc|10000
dna-dna|PoSlp_Iblc|10000
dna-dna|PoSlp_Sd|10000
