file|algorithm|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
english|DC3||2210395553
english|DC4||2210395553
english|DC5||2210395553
english|DC6||2210395553
english|DC7||2210395553
english|DC8||2210395553
english|DC9||2210395553
english|DC11||2210395553
english|DC15||2210395553
english|DC30||2210395553
english|DC32||2210395553
english|DC60||2210395553
english|DC64||2210395553
english|GCIS-ef|6446188667|6291456|117.0000|2629796239|6291456|45.0000| 390484221|2210395553
english|GCIS-s8b|6061202124|6291456|87.0000|2535353415|6291456|19.0000| 331911799|2210395553
