file|algorithm|peak|stack|time|substring_size
english|GCIS-ef|1
english|DC8|1
english|DC16|1
english|DC32|1
english|DC64|1
english|DC128|1
english|GCIS-ef|10
english|DC8|10
english|DC16|10
english|DC32|10
english|DC64|10
english|DC128|10
english|GCIS-ef|100
english|DC8|100
english|DC16|100
english|DC32|100
english|DC64|100
english|DC128|100
english|GCIS-ef|1000
english|DC8|1000
english|DC16|1000
english|DC32|1000
english|DC64|1000
english|DC128|1000
english|GCIS-ef|10000
english|DC8|10000
english|DC16|10000
english|DC32|10000
english|DC64|10000
english|DC128|10000
