file|algorithm|peak|stack|time|substring_size
reymont|GCIS-ef|1
reymont|DC3|4927627|6291456|0.001602551000000|1
reymont|DC4|4939314|6291456|0.001489193000000|1
reymont|DC5|4570999|6291456|0.001610467000000|1
reymont|DC6|4292202|6291456|0.001214931000000|1
reymont|DC7|4423276|6291456|0.001279394000000|1
reymont|DC8|4684082|6291456|0.001421923000000|1
reymont|DC9|5133731|6291456|0.001478355000000|1
reymont|DC11|5842507|6291456|0.001886249000000|1
reymont|DC15|6887075|6291456|0.001351906000000|1
reymont|DC30|7615536|6291456|0.001596721000000|1
reymont|DC32|7617742|6291456|0.001423775000000|1
reymont|DC60|7475934|6291456|0.002061500000000|1
reymont|DC64|7465134|6291456|0.001993358000000|1
reymont|GCIS-ef|10
reymont|DC3|4927636|6291456|0.003051082000000|10
reymont|DC4|4939323|6291456|0.003033308000000|10
reymont|DC5|4571008|6291456|0.002987528000000|10
reymont|DC6|4292211|6291456|0.002027478000000|10
reymont|DC7|4423285|6291456|0.002179455000000|10
reymont|DC8|4684091|6291456|0.002007914000000|10
reymont|DC9|5133740|6291456|0.001967443000000|10
reymont|DC11|5842516|6291456|0.001979254000000|10
reymont|DC15|6887084|6291456|0.001586388000000|10
reymont|DC30|7615545|6291456|0.001750467000000|10
reymont|DC32|7617751|6291456|0.001591921000000|10
reymont|DC60|7475943|6291456|0.002030477000000|10
reymont|DC64|7465143|6291456|0.002104769000000|10
reymont|GCIS-ef|100
reymont|DC3|4927726|6291456|0.009028404000000|100
reymont|DC4|4939413|6291456|0.007091863000000|100
reymont|DC5|4571098|6291456|0.008090720000000|100
reymont|DC6|4292301|6291456|0.005217158000000|100
reymont|DC7|4423375|6291456|0.005016882000000|100
reymont|DC8|4684181|6291456|0.004721999000000|100
reymont|DC9|5133830|6291456|0.004819892000000|100
reymont|DC11|5842606|6291456|0.004205909000000|100
reymont|DC15|6887174|6291456|0.003276255000000|100
reymont|DC30|7615635|6291456|0.002769451000000|100
reymont|DC32|7617841|6291456|0.002622534000000|100
reymont|DC60|7476033|6291456|0.003081065000000|100
reymont|DC64|7465233|6291456|0.003135695000000|100
reymont|GCIS-ef|1000
reymont|DC3|4928626|6291456|0.038692729000000|1000
reymont|DC4|4940313|6291456|0.030880519000000|1000
reymont|DC5|4571998|6291456|0.031047551000000|1000
reymont|DC6|4293201|6291456|0.022698785000000|1000
reymont|DC7|4424275|6291456|0.021959722000000|1000
reymont|DC8|4685081|6291456|0.019918695000000|1000
reymont|DC9|5134730|6291456|0.019639106000000|1000
reymont|DC11|5843506|6291456|0.017852516000000|1000
reymont|DC15|6888074|6291456|0.015719165000000|1000
reymont|DC30|7616535|6291456|0.011263240000000|1000
reymont|DC32|7618741|6291456|0.012094868000000|1000
reymont|DC60|7476933|6291456|0.010921774000000|1000
reymont|DC64|7466133|6291456|0.011391743000000|1000
reymont|GCIS-ef|10000
reymont|DC3|4937626|6291456|0.307828725000000|10000
reymont|DC4|4949313|6291456|0.246086836000000|10000
reymont|DC5|4580998|6291456|0.218360803000000|10000
reymont|DC6|4302201|6291456|0.197547058000000|10000
reymont|DC7|4433275|6291456|0.182781229000000|10000
reymont|DC8|4694081|6291456|0.174684895000000|10000
reymont|DC9|5143730|6291456|0.156165544000000|10000
reymont|DC11|5852506|6291456|0.142811606000000|10000
reymont|DC15|6897074|6291456|0.135226304000000|10000
reymont|DC30|7625535|6291456|0.096899570000000|10000
reymont|DC32|7627741|6291456|0.097330315000000|10000
reymont|DC60|7485933|6291456|0.085001413000000|10000
reymont|DC64|7475133|6291456|0.085348533000000|10000
