file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
proteins.001.1|3|946791562|10912|33,7999|349429508|6528|3,6688|20115806| 104857600
proteins.001.1|4|838861836|10912|35,1108|245091300|6528|2,6382|4758028| 104857600
proteins.001.1|5|775947280|10816|38,8240|212325754|6528|2,4004|23547754| 104857600
proteins.001.1|6|734004278|10816|38,8895|191437710|6528|2,0075|12111882| 104857600
proteins.001.1|7|704044998|10816|40,8418|179555289|6528|1,8880|25081093| 104857600
proteins.001.1|8|681575452|10816|40,2222|166525448|6528|1,5871|5970496| 104857600
proteins.001.1|9|664099245|10048|42,1604|163534809|6528|1,8080|28161298| 104857600
proteins.001.1|15|608175201|9280|43,9694|145488272|6528|1,3909|28422382| 104857600
proteins.001.1|30|566232352|9280|44,7768|133770492|6528|1,1478|23430488| 104857600
proteins.001.1|60|545261096|8512|45,5368|131347204|6528|0,9434|23806644| 104857600
proteins.001.1-gcis-ef|-|5561096|6291456|19,0002|184916344|6291456|6,9010|5103624| 104857600
proteins.001.1-gcis-s8b|-|4907816|6291456|19,6253|184630816|6291456|2,2405|4329053| 104857600
