file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
dblp.xml.0001.1|3|947402690|10816|31,5338|348662360|6528|3,4721|17290668| 104857600
dblp.xml.0001.1|4|838861836|13888|32,2884|244815432|6528|2,5176|1057248| 104857600
dblp.xml.0001.1|5|775947280|10048|34,1062|210061037|6528|2,2410|20054497| 104857600
dblp.xml.0001.1|6|734004278|10816|34,3845|189295098|6528|1,8604|6310134| 104857600
dblp.xml.0001.1|7|704044998|9280|36,9854|175762836|6528|1,7682|20369652| 104857600
dblp.xml.0001.1|8|681575452|10816|36,6228|165176500|6528|1,4848|1215572| 104857600
dblp.xml.0001.1|9|664099245|9280|38,7976|159302149|6528|1,7726|25514974| 104857600
dblp.xml.0001.1|15|608175201|8512|41,5204|140253968|6528|1,2359|24211510| 104857600
dblp.xml.0001.1|30|566232352|8512|43,5613|129023878|6528|1,0522|18718990| 104857600
dblp.xml.0001.1|60|545261096|8512|44,8217|125683024|6528|0,9088|17924000| 104857600
dblp.xml.0001.1-gcis-ef|-|996664|6291456|14,4052|162557832|6291456|5,1039|947960| 104857600
dblp.xml.0001.1-gcis-s8b|-|1480376|6291456|14,9290|161621896|6291456|1,5082|878093| 104857600
