file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
influenza|3|1397814436|13120|30,8735|515981440|6528|5,1161|24786827| 154808555
influenza|4|1238469488|10816|32,2306|361176308|6528|3,7359|25523924| 154808555
influenza|5|1145584363|10816|36,3144|309629630|6528|3,1326|25905283| 154808555
influenza|6|1083660944|10816|40,5892|278693320|6528|2,7141|26064988| 154808555
influenza|7|1039429944|10816|45,6281|258161028|6528|2,4232|26886185| 154808555
influenza|8|1006256700|10048|49,3039|243796084|6528|2,3798|29101700| 154808555
influenza|9|980455271|10048|51,3676|233965821|6528|2,5395|30751728| 154808555
influenza|15|897890813|10048|59,9789|211137777|6528|2,0654|37505798| 154808555
influenza|30|835967528|9280|65,2438|211221062|6528|1,7046|49557806| 154808555
influenza|60|805006024|8512|68,2026|236254924|6528|1,4409|78138272| 154808555
influenza-gcis-ef|-|9684224|6291456|19,6383|235154848|6291456|8,1063|8758648| 154808555
influenza-gcis-s8b|-|9901072|6291456|19,2884|232434968|6291456|2,4941|7361187| 154808555
