file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
sources.001.2|3|953092658|13120|32,1775|349493440|6528|3,9372|43827202| 104857600
sources.001.2|4|838861836|10912|31,9462|245131380|6528|2,6049|4764940| 104857600
sources.001.2|5|775947280|10816|34,8527|212252054|6528|2,5187|46171550| 104857600
sources.001.2|6|734004278|10816|35,1167|191146398|6528|2,0840|26083970| 104857600
sources.001.2|7|704044998|10048|37,2080|180816593|6528|1,9677|49710905| 104857600
sources.001.2|8|681575452|10816|35,9621|166182368|6528|1,5399|5632440| 104857600
sources.001.2|9|664099245|10048|38,2207|167866401|6528|1,9718|46421874| 104857600
sources.001.2|15|608175201|10048|40,4088|162301453|6528|1,5705|47927551| 104857600
sources.001.2|30|566232352|9280|41,9530|165318102|6528|1,2464|55876962| 104857600
sources.001.2|60|545261096|8512|43,4988|180134764|6528|1,0192|73031124| 104857600
sources.001.2-gcis-ef|-|5503808|6291456|14,9566|179828816|6291456|6,2579|4944584| 104857600
sources.001.2-gcis-s8b|-|6238248|6291456|14,8830|175676328|6291456|1,9391|4299635| 104857600
