file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
cere|3|4188981485|13888|105,5171|1537606628|6528|16,4438|136209718| 461286644
cere|4|3690294200|13120|111,2639|1076328540|6528|13,4523|155308392| 461286644
cere|5|3413522217|10912|118,7842|922578147|6528|10,5539|140185153| 461286644
cere|6|3229007580|10816|129,6233|830350074|6528|8,8109|125449190| 461286644
cere|7|3097211396|10816|142,9245|768962387|6528|7,6567|122662437| 461286644
cere|8|2998364268|10816|152,7169|725461432|6528|7,3761|121438344| 461286644
cere|9|2921483164|10816|159,6663|694379949|6528|7,5720|122545756| 461286644
cere|15|2675463629|10048|193,7762|761195988|6528|7,9926|260470381| 461286644
cere|30|2490949136|9280|207,6488|792894406|6528|5,8424|314587038| 461286644
cere|60|2398692088|9280|213,0624|836992780|6528|4,6202|367111940| 461286644
cere-gcis-ef|-|26263144|6291456|68,1125|939832968|6291456|25,1442|20482239| 461286644
cere-gcis-s8b|-|23026528|6291456|66,4618|730940728|6291456|8,9426|17331549| 461286644
