file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
sources.001.2|3||
sources.001.2|4||
sources.001.2|5||
sources.001.2|6||
sources.001.2|7||
sources.001.2|8||
sources.001.2|9||
sources.001.2|15||
sources.001.2|30||
sources.001.2|60||
sources.001.2-gcis-ef|-||
sources.001.2-gcis-s8b|-||
