file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
proteins.001.1|3||
proteins.001.1|4||
proteins.001.1|5||
proteins.001.1|6||
proteins.001.1|7||
proteins.001.1|8||
proteins.001.1|9||
proteins.001.1|15||
proteins.001.1|30||
proteins.001.1|60||
proteins.001.1-gcis-ef|-||
proteins.001.1-gcis-s8b|-||
