file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
cere|3||
cere|4||
cere|5||
cere|6||
cere|7||
cere|8||
cere|9||
cere|15||
cere|30||
cere|60||
cere-gcis-ef|-||
cere-gcis-s8b|-||
