file,coverage,peak_comp,stack_comp,compression_time,peak_decomp,stack_decomp,decompression_time,compressed_size,plain_size
dna.001.1,3,948247954,6291456, 2.48,349246384,6291456, 0.35,22609563,104857600
dna.001.1,4,838865932,6291456, 2.17,244668928,6291456, 0.26,3657064,104857600
dna.001.1,5,775951376,6291456, 2.19,209561286,6291456, 0.22,22584498,104857600
dna.001.1,6,734008374,6291456, 2.17,188766258,6291456, 0.19,8537766,104857600
dna.001.1,7,704049094,6291456, 2.16,174856917,6291456, 0.19,21879013,104857600
dna.001.1,8,681579548,6291456, 2.00,165225616,6291456, 0.17,4400480,104857600
dna.001.1,9,664103341,6291456, 2.33,159121966,6291456, 0.22,28953367,104857600
dna.001.1,15,608179297,6291456, 2.26,151071896,6291456, 0.26,36699126,104857600
dna.001.1,30,566236448,6291456, 2.35,137959162,6291456, 0.24,28082522,104857600
dna.001.1,60,545265192,6291456, 2.04,133735588,6291456, 0.19,26186364,104857600
dna.001.1-gcis-ef,0,0,104857600
dna.001.1-gcis-s8b,0,0,104857600
