file,coverage,peak_comp,stack_comp,compression_time,peak_decomp,stack_decomp,decompression_time,compressed_size,plain_size
sources.001.2,3,953096770,6291456, 3.02,349502104,6291456, 0.45,43827202,104857600
sources.001.2,4,838865932,6291456, 2.57,245140044,6291456, 0.28,4764940,104857600
sources.001.2,5,775951376,6291456, 2.86,212260718,6291456, 0.35,46171550,104857600
sources.001.2,6,734008374,6291456, 2.39,191155062,6291456, 0.24,26083970,104857600
sources.001.2,7,704049094,6291456, 2.57,180825257,6291456, 0.29,49710905,104857600
sources.001.2,8,681579548,6291456, 2.35,166191032,6291456, 0.18,5632440,104857600
sources.001.2,9,664103341,6291456, 2.38,167875065,6291456, 0.24,46421874,104857600
sources.001.2,15,608179297,6291456, 2.43,162310117,6291456, 0.31,47927551,104857600
sources.001.2,30,566236448,6291456, 2.20,165326766,6291456, 0.29,55876962,104857600
sources.001.2,60,545265192,6291456, 2.09,180143428,6291456, 0.22,73031124,104857600
sources.001.2-gcis-ef,0,0,104857600
sources.001.2-gcis-s8b,0,0,104857600
