file|coverage|peak|stack|time|substring_size
influenza-gcis-ef|-|1
influenza|3|1
influenza|4|1
influenza|5|1
influenza|6|1
influenza|7|1
influenza|8|1
influenza|9|1
influenza|15|1
influenza|30|1
influenza|60|1
influenza-gcis-ef|-|10
influenza|3|10
influenza|4|10
influenza|5|10
influenza|6|10
influenza|7|10
influenza|8|10
influenza|9|10
influenza|15|10
influenza|30|10
influenza|60|10
influenza-gcis-ef|-|100
influenza|3|100
influenza|4|100
influenza|5|100
influenza|6|100
influenza|7|100
influenza|8|100
influenza|9|100
influenza|15|100
influenza|30|100
influenza|60|100
influenza-gcis-ef|-|1000
influenza|3|1000
influenza|4|1000
influenza|5|1000
influenza|6|1000
influenza|7|1000
influenza|8|1000
influenza|9|1000
influenza|15|1000
influenza|30|1000
influenza|60|1000
influenza-gcis-ef|-|10000
influenza|3|10000
influenza|4|10000
influenza|5|10000
influenza|6|10000
influenza|7|10000
influenza|8|10000
influenza|9|10000
influenza|15|10000
influenza|30|10000
influenza|60|10000
