file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
cere|3|4151580841|6291456|11.55611537624948|6291456|2.0078136209718|461286644|136209718|461286644
cere|4|3690294200|6291456|11.52751076382660|6291456|2.0305155308392|461286644|155308392|461286644
cere|5|3413522217|6291456|10.7144922665610|6291456|1.5688140185153|461286644|140185153|461286644
cere|6|3229007580|6291456|10.1793830356802|6291456|1.4676125449190|461286644|125449190|461286644
cere|7|3097211396|6291456|9.7927768991966|6291456|1.2272122662437|461286644|122662437|461286644
cere|8|2998364268|6291456|9.6255725499344|6291456|1.1765121438344|461286644|121438344|461286644
cere|9|2921483164|6291456|9.4701694390664|6291456|1.1245122545756|461286644|122545756|461286644
cere|15|2823798202|6291456|9.9685761211221|6291456|1.6677260470381|461286644|260470381|461286644
cere|30|2746833934|6291456|9.7656792908154|6291456|1.5259314587038|461286644|314587038|461286644
cere|60|2736355108|6291456|9.2093837089508|6291456|1.0385367111940|461286644|367111940|461286644
cere-gcis-ef|-|2434512691|6291456|28.07891401334885|6291456|12.685620482239|461286644|20482239|461286644
cere-gcis-s8b|-|2413939505|6291456|26.80201195022285|6291456|4.595417331549|461286644|17331549|461286644
