file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
dblp.xml.0001.1|3|943719454|6291456|2.8273348667096|6291456|0.346117290668|104857600|17290668|104857600
dblp.xml.0001.1|4|838861836|6291456|2.4562244820000|6291456|0.27241057248|104857600|1057248|104857600
dblp.xml.0001.1|5|775947280|6291456|2.5127210066630|6291456|0.252720054497|104857600|20054497|104857600
dblp.xml.0001.1|6|734004278|6291456|2.3987189302762|6291456|0.21376310134|104857600|6310134|104857600
dblp.xml.0001.1|7|704044998|6291456|2.2346175767712|6291456|0.209020369652|104857600|20369652|104857600
dblp.xml.0001.1|8|681575452|6291456|2.1206165181068|6291456|0.17171215572|104857600|1215572|104857600
dblp.xml.0001.1|9|664099245|6291456|2.4226159307068|6291456|0.209025514974|104857600|25514974|104857600
dblp.xml.0001.1|15|608175201|6291456|2.1918140258536|6291456|0.164224211510|104857600|24211510|104857600
dblp.xml.0001.1|30|571439886|6291456|2.1840129028446|6291456|0.162918718990|104857600|18718990|104857600
dblp.xml.0001.1|60|556314588|6291456|1.9994125687592|6291456|0.176117924000|104857600|17924000|104857600
dblp.xml.0001.1-gcis-ef|-|546095196|6291456|5.2183267453581|6291456|2.6153947960|104857600|947960|104857600
dblp.xml.0001.1-gcis-s8b|-|545522225|6291456|5.0373267211249|6291456|0.9407878093|104857600|878093|104857600
