file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
sources.001.2|3|943719454|6291456|3.0294349498980|6291456|0.440643827202|104857600|43827202|104857600
sources.001.2|4|838861836|6291456|2.4442245135948|6291456|0.29484764940|104857600|4764940|104857600
sources.001.2|5|775947280|6291456|2.6420212260137|6291456|0.357746171550|104857600|46171550|104857600
sources.001.2|6|734004278|6291456|2.4949191154062|6291456|0.250526083970|104857600|26083970|104857600
sources.001.2|7|706131671|6291456|2.4528180823170|6291456|0.295849710905|104857600|104857600|104857600
sources.001.2|8|681575452|6291456|2.3944166186936|6291456|0.18765632440|104857600|5632440|104857600
sources.001.2|9|671471031|6291456|2.4512167871320|6291456|0.260346421874|104857600|46421874|104857600
sources.001.2|15|630884836|6291456|2.4593162353991|6291456|0.321847927551|104857600|47927551|104857600
sources.001.2|30|608822018|6291456|2.3347165333890|6291456|0.320955876962|104857600|55876962|104857600
sources.001.2|60|611421712|6291456|2.1524180139332|6291456|0.235673031124|104857600|73031124|104857600
sources.001.2-gcis-ef|-|556819086|6291456|5.6177284783869|6291456|3.16794944584|104857600|4944584|104857600
sources.001.2-gcis-s8b|-|550774445|6291456|5.4091282051377|6291456|1.15744299635|104857600|4299635|104857600
