file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
influenza|3|1393278040|6291456|3.5293516001932|6291456|0.534324786827| 154808555
influenza|4|1238469488|6291456|3.2498361189836|6291456|0.399325523924| 154808555
influenza|5|1145584363|6291456|3.1553309642023|6291456|0.342225905283| 154808555
influenza|6|1083660944|6291456|3.3208278704704|6291456|0.299226064988| 154808555
influenza|7|1039429944|6291456|3.3530258166730|6291456|0.267626886185| 154808555
influenza|8|1006256700|6291456|3.1443243806636|6291456|0.299929101700| 154808555
influenza|9|980455271|6291456|3.0865233977508|6291456|0.308830751728| 154808555
influenza|15|897890813|6291456|3.0902211145480|6291456|0.255037505798| 154808555
influenza|30|865881286|6291456|3.0253211235830|6291456|0.297449557806| 154808555
influenza|60|872999164|6291456|2.8072236259492|6291456|0.287178138272| 154808555
influenza-gcis-ef|-|825195307|6291456|7.5924390107360|6291456|4.11008758648| 154808555
influenza-gcis-s8b|-|813104869|6291456|7.4351388634540|6291456|1.49637361187| 154808555
