file|algorithm|coverage|nLevels|xs_size|num_rules_per_level|compressed_size
real-kernel|GC2|15|7874|15:2-7107,14:2-342174,13:2-2320814,12:2-4781641,11:2-4569340,10:2-3071389,9:2-1775208,8:2-949944,7:2-491930,6:2-249010,5:2-125298,4:2-62861,3:2-31452,2:2-15744,1:2-7874,|106532646
real-kernel|GC4|8|3937|8:4-342174,7:4-4781641,6:4-3071388,5:4-949943,4:4-249009,3:4-62861,2:4-15744,1:4-3937,|100347708
real-kernel|GC8|5|7873|5:8-2320814,4:8-3071388,3:8-491929,2:8-62861,1:8-7873,|101927688
real-kernel|GC16|4|3937|4:16-4781641,3:16-949943,2:16-62860,1:16-3937,|124883940
real-kernel|GC32|3|7873|3:32-4569339,2:32-249009,1:32-7873,|170735872
real-kernel|GC64|3|985|3:64-3071388,2:64-62860,1:64-985,|208270424
real-kernel|GC128|3|124|3:128-1775207,2:128-15743,1:128-124,|232797952
