file,coverage,peak_comp,stack_comp,compression_time,peak_decomp,stack_decomp,decompression_time,compressed_size,plain_size
influenza,3,1397814436,6291456,17.0184,515981440,6291456,1.5383,24786827, 154808555
influenza,4,1238469488,6291456,20.9178,361176308,6291456,1.1985,25523924, 154808555
influenza,5,1145584363,6291456,23.6322,309629630,6291456,1.0512,25905283, 154808555
influenza,6,1083660944,6291456,25.4963,278693320,6291456,0.9251,26064988, 154808555
influenza,7,1039429944,6291456,27.2995,258161028,6291456,0.8423,26886185, 154808555
influenza,8,1006256700,6291456,28.6414,243796084,6291456,0.7592,29101700, 154808555
influenza,9,980455271,6291456,29.3798,233965821,6291456,0.7115,30751728, 154808555
influenza,15,897890813,6291456,33.9500,211137777,6291456,0.6775,37505798, 154808555
influenza,30,835967528,6291456,36.1102,211221062,6291456,0.6530,49557806, 154808555
influenza,60,805006024,6291456,37.1701,236254924,6291456,0.5722,78138272, 154808555
influenza-gcis-ef,-,9684224,6291456,20.5882,235154848,6291456,8.7197,8758648, 154808555
influenza-gcis-s8b,-,9901072,6291456,20.5538,232434968,6291456,2.7523,7361187, 154808555
