file,coverage,peak_comp,stack_comp,compression_time,peak_decomp,stack_decomp,decompression_time,compressed_size,plain_size
cere,3,4188981485,6291456,59.2736,1537606628,6291456,5.2673,136209718, 461286644
cere,4,3690294200,6291456,68.5341,1076328540,6291456,4.6602,155308392, 461286644
cere,5,3413522217,6291456,73.6747,922578147,6291456,4.2379,140185153, 461286644
cere,6,3229007580,6291456,80.6964,830350074,6291456,3.3911,125449190, 461286644
cere,7,3097211396,6291456,84.6404,768962387,6291456,2.8219,122662437, 461286644
cere,8,2998364268,6291456,91.8976,725461432,6291456,2.5198,121438344, 461286644
cere,9,2921483164,6291456,96.3143,694379949,6291456,2.3288,122545756, 461286644
cere,15,2675463629,6291456,120.2964,761195988,6291456,3.0282,260470381, 461286644
cere,30,2490949136,6291456,133.8709,792894406,6291456,2.7069,314587038, 461286644
cere,60,2398692088,6291456,134.5132,836992780,6291456,2.2285,367111940, 461286644
cere-gcis-ef,-,26263144,6291456,73.4690,939832968,6291456,28.4337,20482239, 461286644
cere-gcis-s8b,-,23026528,6291456,71.0543,730940728,6291456,10.8023,17331549, 461286644
