file,coverage,peak_comp,stack_comp,compression_time,peak_decomp,stack_decomp,decompression_time,compressed_size,plain_size
dblp.xml.0001.1,3,947402690,6291456,20.0318,348662360,6291456,0.9257,17290668, 104857600
dblp.xml.0001.1,4,838861836,6291456,20.5282,244815432,6291456,0.6648,1057248, 104857600
dblp.xml.0001.1,5,775947280,6291456,21.6577,210061037,6291456,0.7850,20054497, 104857600
dblp.xml.0001.1,6,734004278,6291456,20.8943,189295098,6291456,0.5276,6310134, 104857600
dblp.xml.0001.1,7,704044998,6291456,21.6268,175762836,6291456,0.5410,20369652, 104857600
dblp.xml.0001.1,8,681575452,6291456,21.2815,165176500,6291456,0.4184,1215572, 104857600
dblp.xml.0001.1,9,664099245,6291456,21.8754,159302149,6291456,0.4750,25514974, 104857600
dblp.xml.0001.1,15,608175201,6291456,22.4496,140253968,6291456,0.3570,24211510, 104857600
dblp.xml.0001.1,30,566232352,6291456,23.0065,129023878,6291456,0.3409,18718990, 104857600
dblp.xml.0001.1,60,545261096,6291456,23.6710,125683024,6291456,0.3676,17924000, 104857600
dblp.xml.0001.1-gcis-ef,-,996664,6291456,15.0741,162557832,6291456,5.3304,947960, 104857600
dblp.xml.0001.1-gcis-s8b,-,1480376,6291456,15.4808,161621896,6291456,1.8867,878093, 104857600
